episode_id,combo_id,n_ood_dims,split,length_lo,length_hi,angle_lo,angle_hi,gravity_lo,gravity_hi,damping_lo,damping_hi,angvel_lo,angvel_hi
3007,137,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.01,0.1717,1.02,3.0
3008,183,1,near_ood,1.505,2.0,15.0,38.1,10.7,14.0,0.1717,0.3383,-3.0,-1.02
3009,190,1,near_ood,1.505,2.0,38.1,61.9,4.0,7.3,0.01,0.1717,-1.02,1.02
3010,234,1,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.01,0.1717,-3.0,-1.02
3011,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
3012,84,3,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.1717,0.3383,-3.0,-1.02
3013,196,1,near_ood,1.505,2.0,38.1,61.9,4.0,7.3,0.3383,0.5,-1.02,1.02
3014,223,2,near_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.3383,0.5,-1.02,1.02
3015,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3016,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
3017,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3018,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3019,152,3,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.3383,0.5,1.02,3.0
3020,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
3021,203,2,near_ood,1.505,2.0,38.1,61.9,7.3,10.7,0.1717,0.3383,1.02,3.0
3022,26,1,near_ood,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,1.02,3.0
3023,207,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
3024,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3025,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3026,219,3,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.1717,0.3383,-3.0,-1.02
3027,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
3028,150,2,near_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.3383,0.5,-3.0,-1.02
3029,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3030,211,1,near_ood,1.505,2.0,38.1,61.9,10.7,14.0,0.1717,0.3383,-1.02,1.02
3031,145,2,near_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.01,0.1717,-1.02,1.02
3032,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3033,149,4,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.1717,0.3383,1.02,3.0
3034,43,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3035,186,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
3036,184,1,near_ood,1.505,2.0,15.0,38.1,10.7,14.0,0.1717,0.3383,-1.02,1.02
3037,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
3038,43,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3039,42,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
3040,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
3041,116,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.3383,0.5,1.02,3.0
3042,142,3,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,-1.02,1.02
3043,112,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.1717,0.3383,-1.02,1.02
3044,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
3045,178,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
3046,218,3,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.01,0.1717,1.02,3.0
3047,86,4,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.1717,0.3383,1.02,3.0
3048,68,3,far_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.1717,0.3383,1.02,3.0
3049,171,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
3050,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
3051,45,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
3052,48,1,near_ood,0.5,0.995,38.1,61.9,10.7,14.0,0.1717,0.3383,-3.0,-1.02
3053,227,2,near_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.01,0.1717,1.02,3.0
3054,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
3055,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
3056,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3057,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
3058,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
3059,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3060,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3061,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
3062,36,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
3063,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
3064,221,4,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3065,186,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
3066,113,4,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.1717,0.3383,1.02,3.0
3067,104,3,far_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.1717,0.3383,1.02,3.0
3068,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
3069,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
3070,87,2,near_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.3383,0.5,-3.0,-1.02
3071,138,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,-3.0,-1.02
3072,207,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
3073,80,2,near_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.3383,0.5,1.02,3.0
3074,171,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
3075,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
3076,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3077,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3078,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3079,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3080,143,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,1.02,3.0
3081,77,3,far_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.1717,0.3383,1.02,3.0
3082,221,4,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3083,98,2,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.3383,0.5,1.02,3.0
3084,3,2,near_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.1717,0.3383,-3.0,-1.02
3085,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3086,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
3087,147,3,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.1717,0.3383,-3.0,-1.02
3088,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
3089,132,1,near_ood,0.995,1.505,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
3090,89,3,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.3383,0.5,1.02,3.0
3091,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
3092,122,3,far_ood,0.995,1.505,38.1,61.9,7.3,10.7,0.1717,0.3383,1.02,3.0
3093,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
3094,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
3095,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
3096,158,4,far_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.1717,0.3383,1.02,3.0
3097,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
3098,36,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
3099,148,3,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.1717,0.3383,-1.02,1.02
3100,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3101,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3102,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
3103,106,1,near_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
3104,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
3105,71,2,near_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.3383,0.5,1.02,3.0
3106,41,2,near_ood,0.5,0.995,38.1,61.9,7.3,10.7,0.1717,0.3383,1.02,3.0
3107,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3108,101,2,near_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.01,0.1717,1.02,3.0
3109,0,1,near_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.01,0.1717,-3.0,-1.02
3110,81,2,near_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.01,0.1717,-3.0,-1.02
3111,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
3112,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
3113,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3114,207,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
3115,43,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3116,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
3117,89,3,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.3383,0.5,1.02,3.0
3118,109,2,near_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.01,0.1717,-1.02,1.02
3119,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
3120,114,2,near_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.3383,0.5,-3.0,-1.02
3121,22,1,near_ood,0.5,0.995,15.0,38.1,10.7,14.0,0.1717,0.3383,-1.02,1.02
3122,77,3,far_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.1717,0.3383,1.02,3.0
3123,28,1,near_ood,0.5,0.995,38.1,61.9,4.0,7.3,0.01,0.1717,-1.02,1.02
3124,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
3125,147,3,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.1717,0.3383,-3.0,-1.02
3126,54,2,near_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.01,0.1717,-3.0,-1.02
3127,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
3128,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
3129,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3130,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
3131,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
3132,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
3133,208,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
3134,114,2,near_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.3383,0.5,-3.0,-1.02
3135,139,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,-1.02,1.02
3136,23,2,near_ood,0.5,0.995,15.0,38.1,10.7,14.0,0.1717,0.3383,1.02,3.0
3137,110,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.01,0.1717,1.02,3.0
3138,226,1,near_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.01,0.1717,-1.02,1.02
3139,47,1,near_ood,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,1.02,3.0
3140,63,1,near_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.01,0.1717,-3.0,-1.02
3141,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
3142,120,2,near_ood,0.995,1.505,38.1,61.9,7.3,10.7,0.1717,0.3383,-3.0,-1.02
3143,88,2,near_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.3383,0.5,-1.02,1.02
3144,229,2,near_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.1717,0.3383,-1.02,1.02
3145,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3146,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
3147,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3148,36,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
3149,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3150,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3151,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
3152,155,3,far_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.01,0.1717,1.02,3.0
3153,89,3,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.3383,0.5,1.02,3.0
3154,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
3155,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
3156,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
3157,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
3158,79,1,near_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.3383,0.5,-1.02,1.02
3159,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
3160,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3161,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3162,169,1,near_ood,1.505,2.0,15.0,38.1,4.0,7.3,0.3383,0.5,-1.02,1.02
3163,40,1,near_ood,0.5,0.995,38.1,61.9,7.3,10.7,0.1717,0.3383,-1.02,1.02
3164,15,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
3165,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3166,188,1,near_ood,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,1.02,3.0
3167,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3168,15,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
3169,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3170,9,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
3171,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
3172,143,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,1.02,3.0
3173,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
3174,59,4,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3175,44,1,near_ood,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,1.02,3.0
3176,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3177,186,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
3178,197,2,near_ood,1.505,2.0,38.1,61.9,4.0,7.3,0.3383,0.5,1.02,3.0
3179,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3180,43,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3181,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
3182,207,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
3183,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
3184,9,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
3185,93,2,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.1717,0.3383,-3.0,-1.02
3186,186,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
3187,156,3,far_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.1717,0.3383,-3.0,-1.02
3188,137,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.01,0.1717,1.02,3.0
3189,230,3,far_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.1717,0.3383,1.02,3.0
3190,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3191,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3192,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3193,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
3194,139,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,-1.02,1.02
3195,148,3,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.1717,0.3383,-1.02,1.02
3196,85,3,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.1717,0.3383,-1.02,1.02
3197,139,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,-1.02,1.02
3198,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3199,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3200,159,2,near_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.3383,0.5,-3.0,-1.02
3201,71,2,near_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.3383,0.5,1.02,3.0
3202,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
3203,95,3,far_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.1717,0.3383,1.02,3.0
3204,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
3205,15,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
3206,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
3207,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3208,15,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
3209,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3210,179,1,near_ood,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,1.02,3.0
3211,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3212,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3213,239,3,far_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.1717,0.3383,1.02,3.0
3214,36,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
3215,188,1,near_ood,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,1.02,3.0
3216,85,3,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.1717,0.3383,-1.02,1.02
3217,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3218,42,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
3219,69,1,near_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.3383,0.5,-3.0,-1.02
3220,213,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
3221,208,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
3222,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
3223,75,2,near_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.1717,0.3383,-3.0,-1.02
3224,240,1,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.3383,0.5,-3.0,-1.02
3225,225,1,near_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.01,0.1717,-3.0,-1.02
3226,36,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
3227,173,1,near_ood,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,1.02,3.0
3228,171,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
3229,42,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
3230,112,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.1717,0.3383,-1.02,1.02
3231,208,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
3232,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3233,225,1,near_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.01,0.1717,-3.0,-1.02
3234,218,3,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.01,0.1717,1.02,3.0
3235,43,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3236,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
3237,79,1,near_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.3383,0.5,-1.02,1.02
3238,109,2,near_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.01,0.1717,-1.02,1.02
3239,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
3240,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3241,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
3242,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
3243,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
3244,179,1,near_ood,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,1.02,3.0
3245,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3246,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
3247,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
3248,56,3,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.01,0.1717,1.02,3.0
3249,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
3250,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3251,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3252,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
3253,9,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
3254,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3255,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
3256,208,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
3257,149,4,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.1717,0.3383,1.02,3.0
3258,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3259,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
3260,43,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
3261,136,3,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.01,0.1717,-1.02,1.02
3262,208,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
3263,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
3264,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
3265,210,1,near_ood,1.505,2.0,38.1,61.9,10.7,14.0,0.1717,0.3383,-3.0,-1.02
3266,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
3267,141,3,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,-3.0,-1.02
